T	2013-04-21 08:05:49	51.3038632	0.1711193	136.8			
T	2013-04-21 08:05:50	51.3041465	0.1710145	136.3			
T	2013-04-21 08:05:51	51.3044717	0.1708499	136.7			
T	2013-04-21 08:05:52	51.3047560	0.1706816	136.7			
T	2013-04-21 08:05:53	51.3050536	0.1705592	136.9			
T	2013-04-21 08:05:54	51.3053314	0.1703923	137.2			
T	2013-04-21 08:05:55	51.3056270	0.1702036	137.4			
T	2013-04-21 08:05:56	51.3059228	0.1700099	137.5			
T	2013-04-21 08:05:57	51.3062231	0.1698026	137.7			
T	2013-04-21 08:05:58	51.3065251	0.1696152	137.7			
T	2013-04-21 08:05:59	51.3068167	0.1694122	137.6			
T	2013-04-21 08:06:00	51.3071167	0.1692127	137.9			
T	2013-04-21 08:06:01	51.3074071	0.1689993	138.2			
T	2013-04-21 08:06:02	51.3076916	0.1687813	138.4			
T	2013-04-21 08:06:03	51.3079792	0.1685566	138.4			
T	2013-04-21 08:06:04	51.3082332	0.1682867	138.5			
T	2013-04-21 08:06:05	51.3085255	0.1680502	138.4			
T	2013-04-21 08:06:06	51.3088079	0.1677865	139.2			
T	2013-04-21 08:06:07	51.3090659	0.1675569	137.3			
T	2013-04-21 08:06:08	51.3093464	0.1673132	136.8			
T	2013-04-21 08:06:09	51.3096302	0.1670687	136.9			
T	2013-04-21 08:06:10	51.3099169	0.1668234	136.7			
T	2013-04-21 08:06:11	51.3101996	0.1665753	136.5			
T	2013-04-21 08:06:12	51.3104771	0.1663137	135.7			
T	2013-04-21 08:06:13	51.3107645	0.1660719	136.0			
T	2013-04-21 08:06:14	51.3110505	0.1658226	136.2			
T	2013-04-21 08:06:15	51.3113304	0.1655626	136.2			
T	2013-04-21 08:06:16	51.3116207	0.1653121	136.6			
T	2013-04-21 08:06:17	51.3119102	0.1650788	136.6			
T	2013-04-21 08:06:18	51.3121922	0.1648301	137.0			
T	2013-04-21 08:06:19	51.3124747	0.1645892	137.1			
T	2013-04-21 08:06:20	51.3127570	0.1643627	136.7			
T	2013-04-21 08:06:21	51.3130437	0.1641553	137.0			
T	2013-04-21 08:06:22	51.3133400	0.1639543	136.9			
T	2013-04-21 08:06:23	51.3136374	0.1637712	134.9			
T	2013-04-21 08:06:24	51.3139415	0.1635890	135.3			
T	2013-04-21 08:06:25	51.3142434	0.1633810	136.5			
T	2013-04-21 08:06:26	51.3145492	0.1632229	137.5			
T	2013-04-21 08:06:27	51.3148470	0.1630681	138.1			
T	2013-04-21 08:06:28	51.3151538	0.1629176	139.0			
T	2013-04-21 08:06:29	51.3154582	0.1627822	139.4			
T	2013-04-21 08:06:30	51.3157561	0.1626413	139.7			
T	2013-04-21 08:06:31	51.3160522	0.1625137	142.0			
T	2013-04-21 08:06:32	51.3163532	0.1623924	142.4			
T	2013-04-21 08:06:33	51.3166589	0.1622738	142.4			
T	2013-04-21 08:06:34	51.3169622	0.1621775	141.7			
T	2013-04-21 08:06:35	51.3172639	0.1620840	141.7			
T	2013-04-21 08:06:36	51.3175661	0.1619960	142.1			
T	2013-04-21 08:06:37	51.3178693	0.1619088	142.8			
T	2013-04-21 08:06:38	51.3181659	0.1618207	143.1			
T	2013-04-21 08:06:39	51.3184681	0.1617338	143.1			
T	2013-04-21 08:06:40	51.3187627	0.1616549	143.7			
T	2013-04-21 08:06:41	51.3190510	0.1615363	143.8			
T	2013-04-21 08:06:42	51.3193325	0.1614041	144.3			
T	2013-04-21 08:06:43	51.3196240	0.1612770	144.3			
T	2013-04-21 08:06:44	51.3199058	0.1611287	144.0			
T	2013-04-21 08:06:45	51.3201802	0.1609650	143.9			
T	2013-04-21 08:06:46	51.3204475	0.1607816	144.4			
T	2013-04-21 08:06:47	51.3207145	0.1605793	145.1			
T	2013-04-21 08:06:48	51.3209827	0.1603723	145.2			
T	2013-04-21 08:06:49	51.3212544	0.1601812	145.2			
T	2013-04-21 08:06:50	51.3215207	0.1599666	144.7			
T	2013-04-21 08:06:51	51.3217860	0.1597664	144.8			
T	2013-04-21 08:06:52	51.3220502	0.1595648	144.9			
T	2013-04-21 08:08:19	51.3413671	0.1419340	151.5			
T	2013-04-21 08:08:20	51.3415819	0.1416812	150.6			
T	2013-04-21 08:08:21	51.3417976	0.1414165	151.1			
T	2013-04-21 08:08:22	51.3419853	0.1411606	151.6			
T	2013-04-21 08:08:23	51.3421791	0.1409056	151.4			
